study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB8308	SAMEA3218674	ERS645182	ERX682730	ERR739047	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739047/ERR739047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739047/ERR739047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739047/ERR739047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739047/ERR739047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1480_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739047	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739047		
PRJEB8308	SAMEA3218675	ERS645183	ERX682731	ERR739048	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739048/ERR739048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739048/ERR739048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739048/ERR739048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739048/ERR739048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739048	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739048		
PRJEB8308	SAMEA3218676	ERS645184	ERX682732	ERR739049	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739049/ERR739049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739049/ERR739049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739049/ERR739049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739049/ERR739049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739049	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739049		
PRJEB8308	SAMEA3218677	ERS645185	ERX682733	ERR739050	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739050/ERR739050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739050/ERR739050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739050/ERR739050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739050/ERR739050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739050	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739050		
PRJEB8308	SAMEA3218678	ERS645186	ERX682734	ERR739051	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739051/ERR739051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739051/ERR739051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739051/ERR739051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739051/ERR739051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1490_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739051	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739051		
PRJEB8308	SAMEA3218679	ERS645187	ERX682735	ERR739052	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739052/ERR739052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739052/ERR739052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739052/ERR739052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739052/ERR739052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Father.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Father.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739052	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739052		
PRJEB8308	SAMEA3218680	ERS645188	ERX682736	ERR739053	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739053/ERR739053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739053/ERR739053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739053/ERR739053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739053/ERR739053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Mother.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Mother.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739053	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739053		
PRJEB8308	SAMEA3218681	ERS645189	ERX682737	ERR739054	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739054/ERR739054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739054/ERR739054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739054/ERR739054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739054/ERR739054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin1.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin1.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739054	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739054		
PRJEB8308	SAMEA3218682	ERS645190	ERX682738	ERR739055	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739055/ERR739055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739055/ERR739055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739055/ERR739055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR739/ERR739055/ERR739055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin2.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA405/ERA405245/fastq/Twin_QC_1652_Twin2.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739055	ftp.sra.ebi.ac.uk/vol1/err/ERR739/ERR739055		

